codmes|cliente|edad|ingreso|sexo|flgLimaProv|flgAfBxi|grupoGiro|monto|trx
201709|00035858|[1. <=25]|[2. <=1500]|F|1|1|salud|2|1
201708|00034821|[2. <=30]|[3. <=2500]|M|0|1|salud|26|1
201708|00005493|[6. <=55]|[5. <=4500]|F|1|1|salud|106|1
201710|00028065|[3. <=35]|[3. <=2500]|F|0|1|salud|52|1
201710|00031042|[3. <=35]|[3. <=2500]|F|0|1|salud|10|1
201710|00031119|[6. <=55]|[2. <=1500]|F|1|1|salud|25|1
201709|00039452|[1. <=25]|[1. <=700]|M|1|1|entretenimiento|7|1
201701|00032953|[1. <=25]|[1. <=700]|M|1|1|salud|3|1
201612|00032060||||||belleza|57|2
201612|00032066|[1. <=25]|[3. <=2500]|F|1|1|salud|22|1
201709|00039251|[3. <=35]|[3. <=2500]|F|1|1|salud|718|2
201709|00032867|[5. <=45]|[3. <=2500]|M|1|1|salud|247|1
201709|00037012|[3. <=35]|[2. <=1500]|M|1|1|salud|274|2
201709|00017982|[2. <=30]|[2. <=1500]|M|1|1|salud|149|1
201709|00018026|[3. <=35]|[3. <=2500]|F|0|0|artcultura|23|1
201709|00024093|[7. > 55]|[3. <=2500]|M|1|1|salud|290|6
201709|00024197|[2. <=30]|[2. <=1500]|M|0|1|salud|37|1
201709|00019005|[2. <=30]|[4. <=3500]|F|0|1|salud|7|1
201709|00025673|[3. <=35]|[3. <=2500]|F|1|1|salud|158|2
201710|00018952|[6. <=55]|[3. <=2500]|F|0|1|salud|12|1
201709|00026065||||||salud|38|1
201710|00000925|[6. <=55]|[5. <=4500]|M|1|1|salud|200|2
201709|00000157|[7. > 55]|[7. <=8000]|M|0|1|salud|112|1
201709|00000439|[7. > 55]|[7. <=8000]|F|1|1|belleza|83|1
201709|00037663|[1. <=25]|[3. <=2500]|M|0|1|salud|17|1
201611|00002027|[7. > 55]|[8. > 8000]|F|1|0|belleza|295|1
201611|00030554|[3. <=35]|[7. <=8000]|M|1|1|belleza|160|1
201611|00030812|[1. <=25]|[2. <=1500]|M|1|1|salud|15|1
201710|00001713|[6. <=55]|[4. <=3500]|M|1|1|salud|13|1
201709|00001618|[6. <=55]|[3. <=2500]|F|1|0|salud|127|1
201701|00009718|[5. <=45]|[7. <=8000]|F|1|1|salud|7|2
201701|00031065|[2. <=30]|[3. <=2500]|F|1|1|restbar|30|1
201701|00031065|[2. <=30]|[3. <=2500]|F|1|1|entretenimiento|54|1
201701|00032896|[7. > 55]|[3. <=2500]|F|0|0|restbar|58|1
201701|00033321|[2. <=30]|[4. <=3500]|M|0|1|entretenimiento|61|2
201612|00029651|[4. <=40]|[3. <=2500]|M|0|0|vehrep|40|1
201612|00029680|[7. > 55]|[3. <=2500]|M|1|0|vehrep|56|2
201701|00000361||[5. <=4500]|F|1|1|restbar|81|1
201709|00002203|[6. <=55]||M|0|0|vehrep|20|1
201709|00002553|[4. <=40]|[3. <=2500]|F|1|0|entretenimiento|58|1
201709|00002656|[7. > 55]|[2. <=1500]|M|1|1|restbar|83|1
201708|00005248|[7. > 55]|[8. > 8000]|F|1|1|prodlocal|124|1
201708|00005618|[6. <=55]|[3. <=2500]|F|0|1|restbar|273|4
201709|00003479|[5. <=45]|[4. <=3500]|F|1|1|restbar|134|3
201708|00037065|[1. <=25]|[2. <=1500]|M|1|1|restbar|43|6
201709|00004155|[6. <=55]|[3. <=2500]|M|0|0|vehrep|736|4
201709|00004180|[6. <=55]|[6. <=6000]|F|1|1|entretenimiento|60|1
201708|00037077|[1. <=25]|[2. <=1500]|M|0|1|restbar|26|1
201611|00029116|[6. <=55]|[4. <=3500]|F|1|1|restbar|20|1
201611|00029518|[5. <=45]|[4. <=3500]|M|1|1|restbar|57|1
201708|00013731|[3. <=35]|[2. <=1500]|F|1|1|restbar|30|2
201709|00039546|[1. <=25]|[2. <=1500]|M|1|1|vehrep|10|1
201710|00033418|[4. <=40]||M|0|1|restbar|522|16
201710|00032319|[3. <=35]|[2. <=1500]|M|1|1|vehrep|300|3
201710|00000630|[7. > 55]|[4. <=3500]|M|1|1|restbar|35|1
201710|00036129||||||vehrep|2806|21
201710|00033509|[2. <=30]|[3. <=2500]|F|1|1|restbar|79|1
201710|00006469|[5. <=45]|[8. > 8000]|F|1|1|restbar|53|1
201710|00006532|[5. <=45]|[3. <=2500]|F|1|1|restbar|115|1
201710|00003331|[7. > 55]|[3. <=2500]|F|1|1|restbar|75|1
201709|00007196|[7. > 55]|[6. <=6000]|F|1|1|vehrep|140|4
201710|00007184|[5. <=45]|[5. <=4500]|F|1|1|restbar|106|1
201611|00004617|[7. > 55]|[5. <=4500]|F|1|0|restbar|137|1
201709|00007753|[6. <=55]|[4. <=3500]|F|0|1|restbar|73|1
201709|00007804|[4. <=40]||F|1|1|restbar|251|2
201611|00033418|[4. <=40]||M|0|1|restbar|434|10
201611|00033681|[2. <=30]||M|1|1|restbar|57|4
201612|00014727|[6. <=55]|[3. <=2500]|F|1|1|restbar|50|1
201612|00014778|[2. <=30]|[3. <=2500]|M|1|1|alqbienes|62|1
201612|00014997|[3. <=35]|[4. <=3500]|F|1|1|restbar|126|1
201612|00002685|[6. <=55]|[4. <=3500]|M|0|0|vehrep|152|2
201612|00016300|[4. <=40]|[3. <=2500]|M|1|1|restbar|103|2
201612|00016442|[4. <=40]|[4. <=3500]|M|1|1|restbar|197|1
201612|00016452|[2. <=30]|[2. <=1500]|M|1|1|restbar|11|1
201612|00016890|[5. <=45]|[2. <=1500]|M|1|1|vehrep|50|3
201701|00010399|[4. <=40]|[3. <=2500]|F|1|1|salud|6|1
201701|00014068|[3. <=35]|[3. <=2500]|M|0|1|salud|43|1
201701|00003744|[6. <=55]|[4. <=3500]|F|1|1|salud|34|1
201710|00027271|[2. <=30]|[3. <=2500]|F|1|1|salud|202|1
201611|00012399|[4. <=40]|[4. <=3500]|M|0|1|salud|28|1
201612|00003806|[5. <=45]||F|1|0|salud|48|2
201710|00027513|[1. <=25]|[2. <=1500]|F|0|1|salud|108|3
201709|00039032|[1. <=25]|[3. <=2500]|F|0|1|salud|15|1
201710|00031812|[3. <=35]|[3. <=2500]|M|1|1|salud|436|2
201612|00032680|[2. <=30]|[4. <=3500]|F|1|1|artcultura|35|1
201612|00033567|[1. <=25]|[2. <=1500]|F|1|1|salud|96|2
201612|00035209|[2. <=30]|[3. <=2500]|F|1|1|salud|48|1
201612|00035439||||||salud|1|1
201701|00000252|[7. > 55]|[5. <=4500]|M|1|1|salud|179|2
201701|00000524||[4. <=3500]|M|1|0|salud|12|1
201701|00000728|[7. > 55]|[3. <=2500]|F|1|1|belleza|143|1
201701|00002364|[7. > 55]|[4. <=3500]|F|1|1|belleza|80|1
201612|00000323|[7. > 55]|[3. <=2500]|F|1|1|salud|400|2
201612|00000659|[6. <=55]|[6. <=6000]|M|1|0|salud|46|1
201612|00000691|[7. > 55]|[2. <=1500]|F|1|1|salud|24|1
201701|00010429|[2. <=30]|[2. <=1500]|F|0|1|salud|119|1
201701|00010590|[6. <=55]|[3. <=2500]|F|1|1|salud|49|1
201701|00011057|[4. <=40]|[3. <=2500]|M|0|0|salud|9|2
201701|00013699|[3. <=35]|[2. <=1500]|F|1|1|belleza|50|1
201701|00003774|[7. > 55]|[5. <=4500]|F|1|1|salud|40|1
201701|00003806|[5. <=45]||F|1|0|salud|39|2
201701|00014840|[3. <=35]|[8. > 8000]|M|1|0|salud|55|1
201701|00014840|[3. <=35]|[8. > 8000]|M|1|0|belleza|58|1
201701|00015405|[5. <=45]|[3. <=2500]|F|1|0|salud|88|2
201709|00023705|[1. <=25]|[3. <=2500]|F|0|0|salud|109|1
201710|00016856|[2. <=30]|[3. <=2500]|M|1|1|salud|14|1
201709|00024317|[1. <=25]|[2. <=1500]|F|1|1|salud|9|1
201709|00024588|[3. <=35]|[3. <=2500]|F|1|1|salud|61|1
201709|00024679|[2. <=30]|[3. <=2500]|M|0|1|salud|84|3
201709|00018642|[3. <=35]|[2. <=1500]|F|0|1|salud|33|5
201710|00018096|[3. <=35]|[2. <=1500]|M|0|0|salud|59|1
201707|00034160|[1. <=25]|[2. <=1500]|F|0|0|salud|120|1
201709|00021127|[3. <=35]|[4. <=3500]|M|1|1|salud|20|1
201710|00029518|[5. <=45]|[4. <=3500]|M|1|1|salud|14|1
201710|00032391|[3. <=35]|[3. <=2500]|F|1|1|salud|24|1
201710|00033216|[2. <=30]|[3. <=2500]|F|1|0|salud|76|1
201710|00033292|[3. <=35]|[2. <=1500]|F|1|1|salud|21|1
201710|00034428|[2. <=30]|[2. <=1500]|F|1|1|salud|10|1
201709|00006427|[3. <=35]|[4. <=3500]|F|1|1|ropamoda|19|1
201701|00015043|[3. <=35]|[3. <=2500]|M|1|1|restbar|152|4
201701|00026198|[6. <=55]|[2. <=1500]|F|1|1|restbar|27|1
201701|00000290|[6. <=55]|[2. <=1500]|M|1|1|restbar|15|1
201701|00023942|[3. <=35]|[2. <=1500]|M|0|1|vehrep|90|1
201701|00031144|[1. <=25]||M|1|1|alqbienes|31|1
201612|00029267|[2. <=30]|[3. <=2500]|F|0|1|restbar|17|1
201708|00024644|[5. <=45]|[3. <=2500]|F|1|1|entretenimiento|33|1
201710|00019121|[2. <=30]|[4. <=3500]|M|1|1|restbar|62|2
201710|00019421|[2. <=30]|[2. <=1500]|M|1|1|restbar|44|1
201709|00019609|[3. <=35]|[3. <=2500]|M|1|1|restbar|19|1
201709|00019932|[1. <=25]|[4. <=3500]|M|1|1|restbar|233|2
201709|00026070|[1. <=25]|[2. <=1500]|M|0|1|vehrep|7|1
201708|00025118|[3. <=35]|[2. <=1500]|F|1|1|vehrep|89|5
201708|00025335|[3. <=35]|[4. <=3500]|M|1|1|entretenimiento|44|1
201702|00018925|[3. <=35]|[2. <=1500]|F|0|1|entretenimiento|66|1
201702|00019121|[2. <=30]|[4. <=3500]|M|1|1|restbar|111|2
201702|00019137|[1. <=25]|[3. <=2500]|M|1|1|restbar|78|1
201702|00020150|[3. <=35]|[2. <=1500]|F|1|1|restbar|18|1
201710|00025514|[1. <=25]|[2. <=1500]|F|1|1|restbar|5|1
201709|00033721|[4. <=40]|[2. <=1500]|M|0|1|vehrep|19|1
201710|00026689|[1. <=25]|[2. <=1500]|M|0|1|vehrep|8|3
201611|00011765|[3. <=35]|[4. <=3500]|M|1|0|vehrep|128|1
201612|00003061|[6. <=55]|[3. <=2500]|F|0|0|restbar|19|2
201708|00033860|[1. <=25]||M|1|1|restbar|32|1
201710|00036191|[2. <=30]|[3. <=2500]|M|0|1|entretenimiento|11|1
201709|00029639|[7. > 55]|[3. <=2500]|F|1|1|restbar|72|1
201709|00030121|[6. <=55]|[3. <=2500]|F|0|1|prodlocal|3116|11
201709|00030170|[2. <=30]|[4. <=3500]|M|0|1|restbar|80|1
201710|00037447|[1. <=25]|[2. <=1500]|M|1|1|restbar|226|2
201709|00037974|[5. <=45]|[4. <=3500]|M|1|1|restbar|220|3
201709|00030877|[3. <=35]|[3. <=2500]|M|1|1|vehrep|13|3
201708|00036000|[1. <=25]|[2. <=1500]|M|0|1|vehrep|28|1
201709|00031955|[2. <=30]|[3. <=2500]|M|0|1|restbar|104|2
201710|00039089|[1. <=25]|[3. <=2500]|F|1|1|restbar|26|1
201710|00039115|[4. <=40]|[3. <=2500]|M|1|1|vehrep|20|1
201710|00039169|[1. <=25]|[2. <=1500]|M|1|1|vehrep|80|1
201611|00009473|[4. <=40]|[3. <=2500]|F|1|1|vehrep|13|1
201611|00009473|[4. <=40]|[3. <=2500]|F|1|1|restbar|55|2
201611|00009856||||||vehrep|112|1
201611|00009886|[5. <=45]|[3. <=2500]|F|1|1|restbar|43|1
201701|00023296|[2. <=30]|[2. <=1500]|F|0|1|restbar|33|1
201701|00028916|[2. <=30]|[3. <=2500]|M|0|1|prodlocal|8|1
201701|00029036||||||restbar|33|3
201701|00024500|[1. <=25]|[3. <=2500]|M|1|1|entretenimiento|64|1
201611|00003492|[4. <=40]|[4. <=3500]|M|0|1|salud|29|1
201611|00033843|[7. > 55]|[3. <=2500]|F|1|1|salud|134|1
201612|00014899|[3. <=35]|[3. <=2500]|M|1|1|salud|55|1
201612|00002292|[6. <=55]|[5. <=4500]|M|1|1|salud|85|1
201709|00016637|[2. <=30]|[4. <=3500]|M|0|1|salud|47|1
201709|00023158|[3. <=35]|[5. <=4500]|F|0|1|salud|543|1
201710|00017478|[4. <=40]|[2. <=1500]|M|0|0|salud|14|1
201708|00022997|[1. <=25]|[2. <=1500]|F|1|0|salud|45|1
201709|00037575|[7. > 55]|[2. <=1500]|M|1|1|salud|32|2
201709|00038054|[1. <=25]|[3. <=2500]|F|0|1|salud|6|1
201710|00028799|[2. <=30]|[2. <=1500]|M|0|1|salud|75|1
201710|00031865|[1. <=25]|[2. <=1500]|F|1|1|salud|180|1
201710|00031897|[1. <=25]|[2. <=1500]|F|1|1|salud|18|1
201701|00010318|[6. <=55]|[3. <=2500]|M|0|0|salud|68|1
201701|00011952|[3. <=35]|[3. <=2500]|M|1|1|salud|31|1
201701|00012167|[6. <=55]|[3. <=2500]|F|1|1|salud|26|1
201701|00013680|[7. > 55]|[5. <=4500]|F|1|1|salud|45|1
201710|00039674|[4. <=40]|[2. <=1500]|M|1|0|salud|5|1
201708|00038071|[1. <=25]||F|1|1|salud|2|1
201708|00038788|[3. <=35]|[7. <=8000]|F|0|1|salud|162|1
201710|00001189|[7. > 55]|[6. <=6000]|F|1|1|artcultura|35|1
201708|00010918|[5. <=45]|[3. <=2500]|F|1|1|salud|187|6
201710|00005744|[6. <=55]|[5. <=4500]|M|1|1|salud|27|1
201708|00011538|[5. <=45]|[3. <=2500]|F|1|1|salud|49|1
201701|00031652|[4. <=40]||F|1|0|salud|9|1
201701|00032401|[3. <=35]||M|1|0|salud|23|1
201701|00028246|[2. <=30]|[3. <=2500]|F|1|1|belleza|57|3
201701|00034166|[1. <=25]|[2. <=1500]|F|1|1|salud|21|2
201701|00034536|[3. <=35]|[3. <=2500]|M|0|1|salud|14|1
201701|00030510||||||salud|6|1
201710|00030829|[2. <=30]|[2. <=1500]|F|1|1|salud|239|2
201710|00031006|[1. <=25]|[3. <=2500]|M|1|1|salud|49|1
201710|00032529|[3. <=35]|[2. <=1500]|M|1|1|salud|7|1
201710|00000403|[7. > 55]|[8. > 8000]|M|1|1|salud|143|1
201710|00000441|[7. > 55]|[7. <=8000]|F|1|1|salud|54|1
201612|00026664|[6. <=55]|[3. <=2500]|F|0|0|salud|39|2
201612|00010060|[5. <=45]||M|1|0|salud|14|1
201612|00010235|[4. <=40]|[2. <=1500]|F|1|1|belleza|110|1
201612|00010362|[5. <=45]|[3. <=2500]|M|1|1|prodpersondiv|188|1
201612|00011467||||||salud|8|1
201709|00007415|[5. <=45]|[5. <=4500]|M|1|1|salud|127|2
201611|00003747|[7. > 55]|[5. <=4500]|M|1|1|salud|247|5
201611|00004111|[5. <=45]|[6. <=6000]|F|1|1|salud|56|2
201709|00008194|[3. <=35]|[3. <=2500]|F|1|1|salud|27|1
201710|00003959||||||belleza|260|1
201701|00029716|[2. <=30]|[3. <=2500]|M|1|1|restbar|10|1
201701|00029802|[1. <=25]|[3. <=2500]|M|1|1|restbar|261|4
201701|00024860|[5. <=45]|[2. <=1500]|F|1|0|prodlocal|65|1
201701|00025167|[1. <=25]|[2. <=1500]|M|1|1|restbar|143|5
201701|00025167|[1. <=25]|[2. <=1500]|M|1|1|entretenimiento|142|2
201611|00031825|[1. <=25]|[1. <=700]|F|1|0|restbar|9|1
201611|00032075|[2. <=30]|[3. <=2500]|M|0|1|entretenimiento|20|1
201611|00032702|[5. <=45]|[2. <=1500]|F|1|0|prodlocal|280|2
201611|00032881|[3. <=35]|[3. <=2500]|F|1|1|prodlocal|10200|15
201611|00033584|[2. <=30]|[3. <=2500]|M|1|1|restbar|14|1
201612|00000178|[7. > 55]|[7. <=8000]|M|0|1|vehrep|236|2
201612|00000238|[7. > 55]|[7. <=8000]|M|1|1|restbar|323|2
201612|00012229|[6. <=55]|[5. <=4500]|F|1|1|vehrep|98|1
201612|00000847|[7. > 55]|[7. <=8000]|M|1|1|vehrep|183|2
201710|00014426|[2. <=30]|[3. <=2500]|F|1|1|vehrep|4|1
201710|00014679|[2. <=30]|[5. <=4500]|M|1|1|restbar|45|1
201710|00014957|[4. <=40]|[3. <=2500]|M|0|1|prodlocal|430|1
201710|00015434|[3. <=35]|[2. <=1500]|M|1|1|restbar|39|1
201710|00015646|[2. <=30]|[3. <=2500]|M|1|1|restbar|31|1
201710|00007469|[6. <=55]|[5. <=4500]|M|1|1|restbar|376|3
201710|00007487|[4. <=40]|[3. <=2500]|M|1|1|vehrep|32|2
201611|00004134|[6. <=55]|[3. <=2500]|M|0|0|vehrep|10|1
201709|00007497|[6. <=55]|[3. <=2500]|F|1|1|restbar|35|1
201611|00033569||||||restbar|9|3
201710|00004572|[7. > 55]|[4. <=3500]|F|1|1|vehrep|182|6
201611|00004997|[7. > 55]|[3. <=2500]|M|0|1|vehrep|551|4
201611|00004997|[7. > 55]|[3. <=2500]|M|0|1|restbar|57|1
201710|00008174|[6. <=55]|[4. <=3500]|M|0|1|restbar|36|1
201710|00000859|[6. <=55]|[6. <=6000]|F|1|1|vehrep|299|5
201710|00001105|[7. > 55]|[4. <=3500]|M|0|1|vehrep|50|1
201710|00035273|[2. <=30]|[3. <=2500]|M|1|1|restbar|85|2
201710|00037755|[3. <=35]|[2. <=1500]|F|1|0|restbar|38|1
201710|00038433|[2. <=30]|[3. <=2500]|F|1|1|vehrep|7|3
201710|00036474|[1. <=25]|[3. <=2500]|M|1|1|restbar|24|1
201710|00002652|[6. <=55]|[5. <=4500]|F|0|1|entretenimiento|35|3
201612|00003816|[6. <=55]|[4. <=3500]|F|1|1|restbar|70|1
201710|00038716|[2. <=30]|[4. <=3500]|F|1|1|restbar|140|5
201710|00038994|[2. <=30]|[3. <=2500]|M|1|1|restbar|10|1
201710|00015820|[1. <=25]|[2. <=1500]|F|1|1|restbar|17|1
201708|00005932|[6. <=55]|[7. <=8000]|M|1|1|restbar|239|4
201709|00036987|[1. <=25]|[2. <=1500]|F|1|1|restbar|63|1
201709|00004572|[7. > 55]|[4. <=3500]|F|1|1|vehrep|215|6
201710|00016572|[3. <=35]|[2. <=1500]|M|1|0|restbar|69|3
201710|00016778|[2. <=30]|[5. <=4500]|M|0|1|entretenimiento|6|1
201710|00004070|[5. <=45]|[7. <=8000]|F|1|1|salud|204|2
201612|00015034|[5. <=45]|[3. <=2500]|M|0|1|salud|121|1
201612|00003679|[5. <=45]|[3. <=2500]|M|1|1|ropamoda|89|1
201709|00019642|[2. <=30]|[2. <=1500]|M|1|1|salud|13|1
201709|00019806|[2. <=30]|[3. <=2500]|F|1|1|prodpersondiv|268|1
201701|00023718|[2. <=30]|[2. <=1500]|F|0|1|salud|8|1
201701|00024116|[3. <=35]|[2. <=1500]|F|1|1|ropamoda|329|1
201701|00024116|[3. <=35]|[2. <=1500]|F|1|1|salud|107|3
201701|00031011|[2. <=30]|[5. <=4500]|M|1|1|salud|50|2
201701|00032711|[1. <=25]|[2. <=1500]|M|1|1|salud|178|3
201611|00012284|[3. <=35]|[5. <=4500]|F|0|1|ropamoda|215|1
201710|00031516|[7. > 55]|[3. <=2500]|F|0|1|salud|155|1
201710|00032184|[3. <=35]|[3. <=2500]|M|1|1|salud|51|1
201710|00032711|[1. <=25]|[2. <=1500]|M|1|1|salud|101|1
201709|00034054|[1. <=25]|[2. <=1500]|M|1|1|salud|18|1
201709|00000185|[7. > 55]|[8. > 8000]|M|1|1|alqbienes|620|1
201701|00011369|[4. <=40]|[5. <=4500]|M|1|1|salud|54|1
201701|00013019|[3. <=35]|[3. <=2500]|F|1|1|salud|20|1
201701|00004786|[6. <=55]|[5. <=4500]|F|1|1|salud|123|3
201612|00001950|[6. <=55]|[2. <=1500]|F|0|1|artcultura|88|1
201612|00014852|[3. <=35]|[3. <=2500]|M|1|1|salud|14|1
201612|00016175|[4. <=40]|[4. <=3500]|F|1|1|salud|52|1
201708|00012284|[3. <=35]|[5. <=4500]|F|0|1|salud|301|2
201709|00021976|[3. <=35]|[2. <=1500]|F|1|1|salud|10|1
201708|00013387|[2. <=30]|[3. <=2500]|F|1|1|salud|83|2
201710|00006272|[7. > 55]|[4. <=3500]|M|1|0|artcultura|26|1
201710|00006656|[4. <=40]|[2. <=1500]|F|0|1|salud|173|3
201709|00019025|[2. <=30]|[2. <=1500]|F|1|1|salud|13|1
201710|00018464|[2. <=30]|[2. <=1500]|M|1|1|salud|40|1
201708|00024572|[4. <=40]|[7. <=8000]|F|1|0|salud|35|1
201709|00025873|[3. <=35]|[2. <=1500]|F|1|1|salud|25|1
201709|00026098|[2. <=30]|[3. <=2500]|M|0|1|salud|130|1
201709|00002195|[7. > 55]|[3. <=2500]|F|1|0|salud|170|2
201710|00014318|[3. <=35]||M|1|0|salud|16|2
201709|00002896|[6. <=55]|[3. <=2500]|F|1|0|salud|229|3
201708|00004816|[6. <=55]|[6. <=6000]|F|1|1|salud|649|2
201708|00005306|[5. <=45]|[3. <=2500]|F|0|0|salud|262|1
201710|00015205|[5. <=45]|[2. <=1500]|F|1|1|salud|11|1
201709|00004173|[6. <=55]|[5. <=4500]|M|0|1|salud|286|2
201611|00033039|[6. <=55]|[2. <=1500]|M|1|1|ropamoda|98|1
201611|00033330|[3. <=35]|[3. <=2500]|F|1|1|salud|8|1
201709|00008561|[6. <=55]|[4. <=3500]|F|1|1|salud|3|1
201611|00034170|[3. <=35]|[3. <=2500]|F|1|1|salud|16|1
201710|00004993|[6. <=55]|[8. > 8000]|M|1|0|artcultura|35|1
201708|00038773|[1. <=25]|[2. <=1500]|F|1|1|restbar|12|1
201708|00038944|[1. <=25]|[2. <=1500]|M|1|1|restbar|80|2
201708|00039088|[5. <=45]|[4. <=3500]|M|1|1|vehrep|19|1
201709|00005355|[4. <=40]|[3. <=2500]|F|1|1|restbar|15|1
201709|00037566|[1. <=25]|[2. <=1500]|M|1|1|vehrep|47|1
201701|00003703|[6. <=55]|[4. <=3500]|F|0|1|restbar|281|2
201701|00003816|[6. <=55]|[4. <=3500]|F|1|1|entretenimiento|90|1
201701|00014851|[2. <=30]|[2. <=1500]|F|1|1|restbar|38|1
201701|00015820|[1. <=25]|[2. <=1500]|F|1|1|vehrep|15|1
201701|00016122|[5. <=45]|[7. <=8000]|F|1|0|vehrep|1112|1
201701|00005131|[5. <=45]|[2. <=1500]|F|1|1|vehrep|108|1
201701|00016227|[2. <=30]|[3. <=2500]|F|1|1|alqbienes|413|2
201701|00016398|[2. <=30]|[3. <=2500]|F|1|1|restbar|17|1
201701|00005859|[6. <=55]|[2. <=1500]|M|1|1|vehrep|15|1
201701|00008132|[5. <=45]|[2. <=1500]|M|1|1|vehrep|11|1
201708|00014127|[5. <=45]|[2. <=1500]|M|0|1|vehrep|115|9
201707|00037143|[2. <=30]|[3. <=2500]|M|1|1|entretenimiento|46|1
201709|00022859||||||restbar|748|2
201710|00007679|[4. <=40]|[3. <=2500]|F|1|1|restbar|149|2
201708|00016572|[3. <=35]|[2. <=1500]|M|1|0|restbar|11|1
201709|00026827|[3. <=35]|[3. <=2500]|M|0|0|prodpersondiv|199|1
201702|00019082|[3. <=35]||M|1|0|restbar|59|7
201702|00019729|[2. <=30]|[3. <=2500]|M|1|1|restbar|76|2
201702|00022607|[3. <=35]|[3. <=2500]|M|0|1|vehrep|151|4
201702|00022687|[2. <=30]|[3. <=2500]|M|1|1|restbar|34|1
201702|00020725|[1. <=25]|[3. <=2500]|F|1|1|vehrep|8|2
201702|00022873|[2. <=30]|[2. <=1500]|M|1|1|restbar|45|1
201702|00023423|[2. <=30]|[6. <=6000]|F|1|1|restbar|26|1
201708|00029848|[1. <=25]|[2. <=1500]|F|1|1|restbar|21|1
201707|00033351|[1. <=25]|[2. <=1500]|F|1|1|entretenimiento|7|1
201707|00034202|[1. <=25]|[2. <=1500]|F|0|0|entretenimiento|33|1
201709|00020516|[3. <=35]|[4. <=3500]|M|1|1|restbar|28|2
201709|00020635|[7. > 55]|[3. <=2500]|F|1|1|restbar|30|1
201709|00020684|[2. <=30]|[2. <=1500]|M|1|1|restbar|112|1
201707|00034801|[6. <=55]|[4. <=3500]|F|1|1|vehrep|125|6
201709|00021343|[2. <=30]|[3. <=2500]|M|1|0|vehrep|25|1
201709|00021343|[2. <=30]|[3. <=2500]|M|1|0|restbar|42|1
201611|00029489|[2. <=30]|[3. <=2500]|M|0|1|restbar|15|1
201708|00013459|[3. <=35]|[3. <=2500]|M|1|1|alqbienes|55|1
201710|00006357|[4. <=40]|[3. <=2500]|M|1|0|restbar|23|3
201708|00014342|[2. <=30]|[3. <=2500]|F|1|1|entretenimiento|18|1
201709|00003872|[6. <=55]|[8. > 8000]|M|1|1|vehrep|50|1
201708|00006108|[5. <=45]|[3. <=2500]|F|1|0|alqbienes|132|1
201709|00037473|[1. <=25]|[2. <=1500]|F|1|0|restbar|55|2
201709|00004970|[5. <=45]|[4. <=3500]|M|1|1|restbar|141|2
201708|00038434|[1. <=25]|[2. <=1500]|F|0|1|restbar|17|1
201708|00006416|[4. <=40]|[3. <=2500]|M|1|1|entretenimiento|42|1
201708|00006438|[4. <=40]|[4. <=3500]|M|1|1|vehrep|20|1
201708|00006529|[6. <=55]|[4. <=3500]|F|1|0|restbar|77|1
201708|00006749|[5. <=45]|[3. <=2500]|M|1|1|vehrep|50|1
201708|00038868|[1. <=25]|[2. <=1500]|F|0|0|restbar|10|1
201710|00016896|[2. <=30]|[2. <=1500]|F|1|1|restbar|25|1
201710|00016909|[7. > 55]|[4. <=3500]|M|1|0|alqbienes|4500|2
201710|00016998|[6. <=55]|[4. <=3500]|M|1|1|restbar|87|3
201710|00017788|[5. <=45]|[4. <=3500]|M|1|0|restbar|80|1
201701|00012403|[4. <=40]|[2. <=1500]|M|1|1|restbar|77|1
201701|00012428|[4. <=40]|[4. <=3500]|F|1|1|entretenimiento|28|1
201701|00013579||||||restbar|350|1
201701|00013815|[3. <=35]|[5. <=4500]|F|0|1|restbar|75|1
201701|00003693|[5. <=45]|[3. <=2500]|F|1|1|restbar|22|1
201701|00004303|[4. <=40]|[7. <=8000]|F|1|1|vehrep|50|1
201701|00004312||||||entretenimiento|44|1
201701|00016143|[4. <=40]|[3. <=2500]|F|1|1|restbar|61|2
201701|00005542|[6. <=55]|[3. <=2500]|M|1|1|restbar|98|3
201701|00005655|[7. > 55]|[3. <=2500]|M|1|1|restbar|67|1
201708|00022106|[3. <=35]|[2. <=1500]|M|1|0|restbar|30|1
201708|00022720|[6. <=55]|[3. <=2500]|M|1|0|restbar|22|1
201708|00022745|[1. <=25]|[3. <=2500]|M|1|1|restbar|10|1
201710|00017668|[5. <=45]|[5. <=4500]|M|1|0|restbar|189|2
201710|00018185|[2. <=30]|[3. <=2500]|F|1|1|restbar|30|1
201708|00024008|[2. <=30]|[2. <=1500]|M|0|1|vehrep|812|9
201708|00024367|[3. <=35]|[3. <=2500]|M|1|0|restbar|49|1
201710|00019108|[3. <=35]|[3. <=2500]|M|1|1|vehrep|14|1
201708|00034612|[1. <=25]|[2. <=1500]|F|0|1|restbar|5|1
201710|00014926|[2. <=30]|[2. <=1500]|M|1|1|restbar|20|1
201710|00015233|[2. <=30]||F|1|1|entretenimiento|16|1
201708|00035795|[1. <=25]|[2. <=1500]|M|1|1|restbar|39|1
201708|00036817|[1. <=25]|[2. <=1500]|M|1|1|restbar|12|1
201709|00003835|[7. > 55]|[8. > 8000]|M|1|1|vehrep|291|1
201709|00026649|[1. <=25]||M|1|1|restbar|34|1
201708|00025384|[2. <=30]|[3. <=2500]|F|1|1|restbar|50|2
